CYM,"Flag of the Cayman Islands.svg",//upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_the_Cayman_Islands.svg,data/flag-of-the-cayman-islands.svg
CYP,"Flag of Cyprus.svg",//upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,data/flag-of-cyprus.svg
CZE,"Flag of the Czech Republic.svg",//upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,data/flag-of-the-czech-republic.svg
DEU,"Flag of Germany.svg",//upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,data/flag-of-germany.svg
DJI,"Flag of Djibouti.svg",//upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_Djibouti.svg,data/flag-of-djibouti.svg
DMA,"Flag of Dominica.svg",//upload.wikimedia.org/wikipedia/commons/c/c4/Flag_of_Dominica.svg,data/flag-of-dominica.svg
DNK,"Flag of Denmark.svg",//upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,data/flag-of-denmark.svg
DOM,"Flag of the Dominican Republic.svg",//upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,data/flag-of-the-dominican-republic.svg
DZA,"Flag of Algeria.svg",//upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Algeria.svg,data/flag-of-algeria.svg
ECU,"Flag of Ecuador.svg",//upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,data/flag-of-ecuador.svg
EGY,"Flag of Egypt.svg",//upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,data/flag-of-egypt.svg
ERI,"Flag of Eritrea.svg",//upload.wikimedia.org/wikipedia/commons/2/29/Flag_of_Eritrea.svg,data/flag-of-eritrea.svg
ESH,"Flag of the Sahrawi Arab Democratic Republic.svg",//upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg,data/flag-of-the-sahrawi-arab-democratic-republic.svg
ESP,"Flag of Spain.svg",//upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg,data/flag-of-spain.svg
EST,"Flag of Estonia.svg",//upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,data/flag-of-estonia.svg
ETH,"Flag of Ethiopia.svg",//upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,data/flag-of-ethiopia.svg
FIN,"Flag of Finland.svg",//upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,data/flag-of-finland.svg
FJI,"Flag of Fiji.svg",//upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Fiji.svg,data/flag-of-fiji.svg
FLK,"Flag of the Falkland Islands.svg",//upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_the_Falkland_Islands.svg,data/flag-of-the-falkland-islands.svg
FRA,"Flag of France.svg",//upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,data/flag-of-france.svg
FRO,"Flag of the Faroe Islands.svg",//upload.wikimedia.org/wikipedia/commons/3/3c/Flag_of_the_Faroe_Islands.svg,data/flag-of-the-faroe-islands.svg
FSM,"Flag of the Federated States of Micronesia.svg",//upload.wikimedia.org/wikipedia/commons/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg,data/flag-of-the-federated-states-of-micronesia.svg
GAB,"Flag of Gabon.svg",//upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,data/flag-of-gabon.svg
GBR,"Flag of the United Kingdom.svg",//upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,data/flag-of-the-united-kingdom.svg
GEO,"Flag of Georgia.svg",//upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,data/flag-of-georgia.svg
GGY,"Flag of Guernsey.svg",//upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Guernsey.svg,data/flag-of-guernsey.svg
GHA,"Flag of Ghana.svg",//upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,data/flag-of-ghana.svg
GIB,"Flag of Gibraltar.svg",//upload.wikimedia.org/wikipedia/commons/0/02/Flag_of_Gibraltar.svg,data/flag-of-gibraltar.svg
GIN,"Flag of Guinea.svg",//upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,data/flag-of-guinea.svg
GLP,"Flag of Guadeloupe (local).svg",//upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Guadeloupe_%28local%29.svg,data/flag-of-guadeloupe-local.svg
GMB,"Flag of The Gambia.svg",//upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_The_Gambia.svg,data/flag-of-the-gambia.svg
GNB,"Flag of Guinea-Bissau.svg",//upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Guinea-Bissau.svg,data/flag-of-guinea-bissau.svg
GNQ,"Flag of Equatorial Guinea.svg",//upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Equatorial_Guinea.svg,data/flag-of-equatorial-guinea.svg
GRC,"Flag of Greece.svg",//upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,data/flag-of-greece.svg
GRD,"Flag of Grenada.svg",//upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Grenada.svg,data/flag-of-grenada.svg
GRL,"Flag of Greenland.svg",//upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_Greenland.svg,data/flag-of-greenland.svg
GTM,"Flag of Guatemala.svg",//upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,data/flag-of-guatemala.svg
GUF,"Flag of French Guiana.svg",//upload.wikimedia.org/wikipedia/commons/2/29/Flag_of_French_Guiana.svg,data/flag-of-french-guiana.svg
GUF,"Flag of France.svg",//upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,data/flag-of-france.svg
GUM,"Flag of Guam.svg",//upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Guam.svg,data/flag-of-guam.svg
GUY,"Flag of Guyana.svg",//upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg,data/flag-of-guyana.svg
HKG,"Flag of Hong Kong.svg",//upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg,data/flag-of-hong-kong.svg
HMD,"Flag of Australia.svg",//upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg,data/flag-of-australia.svg
HND,"Flag of Honduras.svg",//upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,data/flag-of-honduras.svg
HRV,"Flag of Croatia.svg",//upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,data/flag-of-croatia.svg
HTI,"Flag of Haiti.svg",//upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,data/flag-of-haiti.svg
HUN,"Flag of Hungary.svg",//upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,data/flag-of-hungary.svg
IDN,"Flag of Indonesia.svg",//upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,data/flag-of-indonesia.svg
IMN,"Flag of the Isle of Man.svg",//upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_the_Isle_of_Man.svg,data/flag-of-the-isle-of-man.svg
IND,"Flag of India.svg",//upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg,data/flag-of-india.svg
IOT,"Flag of the British Indian Ocean Territory.svg",//upload.wikimedia.org/wikipedia/commons/6/6e/Flag_of_the_British_Indian_Ocean_Territory.svg,data/flag-of-the-british-indian-ocean-territory.svg
IRL,"Flag of Ireland.svg",//upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,data/flag-of-ireland.svg
IRN,"Flag of Iran.svg",//upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,data/flag-of-iran.svg
IRQ,"Flag of Iraq.svg",//upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,data/flag-of-iraq.svg
ISL,"Flag of Iceland.svg",//upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,data/flag-of-iceland.svg
ISR,"Flag of Israel.svg",//upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,data/flag-of-israel.svg
ITA,"Flag of Italy.svg",//upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg,data/flag-of-italy.svg
JAM,"Flag of Jamaica.svg",//upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,data/flag-of-jamaica.svg
JEY,"Flag of Jersey.svg",//upload.wikimedia.org/wikipedia/commons/1/1c/Flag_of_Jersey.svg,data/flag-of-jersey.svg
JOR,"Flag of Jordan.svg",//upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,data/flag-of-jordan.svg
JPN,"Flag of Japan.svg",//upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg,data/flag-of-japan.svg
KAZ,"Flag of Kazakhstan.svg",//upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,data/flag-of-kazakhstan.svg
KEN,"Flag of Kenya.svg",//upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,data/flag-of-kenya.svg
KGZ,"Flag of Kyrgyzstan.svg",//upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,data/flag-of-kyrgyzstan.svg
KHM,"Flag of Cambodia.svg",//upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_Cambodia.svg,data/flag-of-cambodia.svg
KIR,"Flag of Kiribati.svg",//upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kiribati.svg,data/flag-of-kiribati.svg
KNA,"Flag of Saint Kitts and Nevis.svg",//upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg,data/flag-of-saint-kitts-and-nevis.svg
KOR,"Flag of South Korea.svg",//upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,data/flag-of-south-korea.svg
KWT,"Flag of Kuwait.svg",//upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,data/flag-of-kuwait.svg
LAO,"Flag of Laos.svg",//upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,data/flag-of-laos.svg
LBN,"Flag of Lebanon.svg",//upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,data/flag-of-lebanon.svg
LBR,"Flag of Liberia.svg",//upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,data/flag-of-liberia.svg
LBY,"Flag of Libya.svg",//upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,data/flag-of-libya.svg
LCA,"Flag of Saint Lucia.svg",//upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Saint_Lucia.svg,data/flag-of-saint-lucia.svg
LIE,"Flag of Liechtenstein.svg",//upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Liechtenstein.svg,data/flag-of-liechtenstein.svg
LKA,"Flag of Sri Lanka.svg",//upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,data/flag-of-sri-lanka.svg
LSO,"Flag of Lesotho.svg",//upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,data/flag-of-lesotho.svg
LTU,"Flag of Lithuania.svg",//upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,data/flag-of-lithuania.svg
LUX,"Flag of Luxembourg.svg",//upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,data/flag-of-luxembourg.svg
LVA,"Flag of Latvia.svg",//upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,data/flag-of-latvia.svg
MAC,"Flag of Macau.svg",//upload.wikimedia.org/wikipedia/commons/6/63/Flag_of_Macau.svg,data/flag-of-macau.svg
MAF,"Flag of France.svg",//upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,data/flag-of-france.svg
MAR,"Flag of Morocco.svg",//upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,data/flag-of-morocco.svg
MCO,"Flag of Monaco.svg",//upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_Monaco.svg,data/flag-of-monaco.svg
MDA,"Flag of Moldova.svg",//upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,data/flag-of-moldova.svg
MDG,"Flag of Madagascar.svg",//upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,data/flag-of-madagascar.svg
MDV,"Flag of Maldives.svg",//upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg,data/flag-of-maldives.svg
MEX,"Flag of Mexico.svg",//upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,data/flag-of-mexico.svg
MHL,"Flag of the Marshall Islands.svg",//upload.wikimedia.org/wikipedia/commons/2/2e/Flag_of_the_Marshall_Islands.svg,data/flag-of-the-marshall-islands.svg
MKD,"Flag of Macedonia.svg",//upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,data/flag-of-macedonia.svg
MLI,"Flag of Mali.svg",//upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,data/flag-of-mali.svg
MLT,"Flag of Malta.svg",//upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,data/flag-of-malta.svg
MMR,"Flag of Myanmar.svg",//upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,data/flag-of-myanmar.svg
MNE,"Flag of Montenegro.svg",//upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,data/flag-of-montenegro.svg
MNG,"Flag of Mongolia.svg",//upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,data/flag-of-mongolia.svg
MNP,"Flag of the Northern Mariana Islands.svg",//upload.wikimedia.org/wikipedia/commons/e/e0/Flag_of_the_Northern_Mariana_Islands.svg,data/flag-of-the-northern-mariana-islands.svg
MOZ,"Flag of Mozambique.svg",//upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,data/flag-of-mozambique.svg
MRT,"Flag of Mauritania.svg",//upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,data/flag-of-mauritania.svg
MSR,"Flag of Montserrat.svg",//upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Montserrat.svg,data/flag-of-montserrat.svg
MTQ,"Flag of Martinique.svg",//upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Martinique.svg,data/flag-of-martinique.svg
MUS,"Flag of Mauritius.svg",//upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,data/flag-of-mauritius.svg
MWI,"Flag of Malawi.svg",//upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,data/flag-of-malawi.svg
MYS,"Flag of Malaysia.svg",//upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,data/flag-of-malaysia.svg
MYT,"Flag of Mayotte (local).svg",//upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Mayotte_%28local%29.svg,data/flag-of-mayotte-local.svg
NAM,"Flag of Namibia.svg",//upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,data/flag-of-namibia.svg
NCL,"Flag of New Caledonia.svg",//upload.wikimedia.org/wikipedia/commons/2/23/Flag_of_New_Caledonia.svg,data/flag-of-new-caledonia.svg
NCL,"Flag of France.svg",//upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,data/flag-of-france.svg
NER,"Flag of Niger.svg",//upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,data/flag-of-niger.svg
NFK,"Flag of Norfolk Island.svg",//upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Norfolk_Island.svg,data/flag-of-norfolk-island.svg
NGA,"Flag of Nigeria.svg",//upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,data/flag-of-nigeria.svg
NIC,"Flag of Nicaragua.svg",//upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,data/flag-of-nicaragua.svg
NIU,"Flag of Niue.svg",//upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Niue.svg,data/flag-of-niue.svg
NLD,"Flag of the Netherlands.svg",//upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,data/flag-of-the-netherlands.svg
NOR,"Flag of Norway.svg",//upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,data/flag-of-norway.svg
NPL,"Flag of Nepal.svg",//upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,data/flag-of-nepal.svg
NRU,"Flag of Nauru.svg",//upload.wikimedia.org/wikipedia/commons/3/30/Flag_of_Nauru.svg,data/flag-of-nauru.svg
NZL,"Flag of New Zealand.svg",//upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,data/flag-of-new-zealand.svg
OMN,"Flag of Oman.svg",//upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg,data/flag-of-oman.svg
PAK,"Flag of Pakistan.svg",//upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,data/flag-of-pakistan.svg
PAN,"Flag of Panama.svg",//upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,data/flag-of-panama.svg
PCN,"Flag of the Pitcairn Islands.svg",//upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_the_Pitcairn_Islands.svg,data/flag-of-the-pitcairn-islands.svg
PER,"Flag of Peru.svg",//upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,data/flag-of-peru.svg
PHL,"Flag of the Philippines.svg",//upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,data/flag-of-the-philippines.svg
PLW,"Flag of Palau.svg",//upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Palau.svg,data/flag-of-palau.svg
PNG,"Flag of Papua New Guinea.svg",//upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Papua_New_Guinea.svg,data/flag-of-papua-new-guinea.svg
POL,"Flag of Poland.svg",//upload.wikimedia.org/wikipedia/commons/1/12/Flag_of_Poland.svg,data/flag-of-poland.svg
PRI,"Flag of Puerto Rico.svg",//upload.wikimedia.org/wikipedia/commons/2/28/Flag_of_Puerto_Rico.svg,data/flag-of-puerto-rico.svg
PRK,"Flag of North Korea.svg",//upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_North_Korea.svg,data/flag-of-north-korea.svg
PRT,"Flag of Portugal.svg",//upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,data/flag-of-portugal.svg
PRY,"Flag of Paraguay.svg",//upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,data/flag-of-paraguay.svg
PSE,"Flag of Palestine.svg",//upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Palestine.svg,data/flag-of-palestine.svg
PYF,"Flag of French Polynesia.svg",//upload.wikimedia.org/wikipedia/commons/d/db/Flag_of_French_Polynesia.svg,data/flag-of-french-polynesia.svg
